"Rank","Tier","WSID","Player","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"68","6","","Robby Anderson","NYJ","WR29","4","34","105","66.4","14.6","74.0","+6.0"
"69","6","","Latavius Murray","NO","RB30","9","33","125","72.4","14.9","90.0","+21.0"
"70","6","","Baker Mayfield","CLE","QB5","7","47","121","69.4","11.2","63.0","-7.0"
"71","6","","Matt Ryan","ATL","QB6","9","26","118","72.0","14.1","72.0","+1.0"
"72","6","","Tarik Cohen","CHI","RB31","6","29","135","77.3","19.8","62.0","-10.0"
"73","6","","Rashaad Penny","SEA","RB32","11","28","133","77.9","16.4","75.0","+2.0"
"74","6","","Jarvis Landry","CLE","WR30","7","29","145","76.3","17.5","67.0","-7.0"
"75","6","","Sammy Watkins","KC","WR31","12","42","134","77.7","16.5","85.0","+10.0"
"76","6","","Dante Pettis","SF","WR32","4","45","128","79.7","15.6","78.0","+2.0"
"77","6","","Derrius Guice","WAS","RB33","10","31","157","85.2","19.3","61.0","-16.0"
"78","6","","Will Fuller","HOU","WR33","10","45","154","80.9","17.2","76.0","-2.0"
"79","6","","Marvin Jones","DET","WR34","5","44","203","82.9","19.0","89.0","+10.0"
"80","6","","Cam Newton","CAR","QB7","7","31","140","83.2","14.7","93.0","+13.0"
"81","6","","Corey Davis","TEN","WR35","11","40","141","83.6","17.4","94.0","+13.0"
"82","6","","Jared Cook","NO","TE7","9","8","193","88.3","20.3","82.0","0.0"
"83","7","","Christian Kirk","ARI","WR36","12","49","125","84.9","14.3","81.0","-2.0"
"84","7","","Russell Wilson","SEA","QB8","11","35","137","85.3","19.4","87.0","+3.0"
"85","7","","Royce Freeman","DEN","RB34","10","51","138","92.2","14.8","97.0","+12.0"
"86","7","","Jordan Howard","PHI","RB35","10","30","210","93.8","25.4","79.0","-7.0"
"87","7","","Carson Wentz","PHI","QB9","10","57","121","84.8","14.8","83.0","-4.0"
"88","7","","Courtland Sutton","DEN","WR37","10","60","151","94.6","14.9","99.0","+11.0"
"89","7","","Curtis Samuel","CAR","WR38","7","57","158","90.3","17.2","105.0","+16.0"
"90","7","","Sterling Shepard","NYG","WR39","11","45","151","91.4","15.2","98.0","+8.0"
"91","7","","Eric Ebron","IND","TE8","6","55","182","96.9","23.1","71.0","-20.0"
"92","7","","Austin Ekeler","LAC","RB36","12","42","168","96.9","23.8","80.0","-12.0"
"93","7","","Drew Brees","NO","QB10","9","35","150","92.5","18.5","84.0","-9.0"
"94","7","","Jared Goff","LAR","QB11","9","57","142","94.6","16.0","91.0","-3.0"
"95","7","","Larry Fitzgerald","ARI","WR40","12","56","154","99.4","17.5","101.0","+6.0"
"96","7","","Vance McDonald","PIT","TE9","7","53","168","100.5","21.2","96.0","0.0"
"97","7","","Dede Westbrook","JAC","WR41","10","38","195","96.9","22.5","102.0","+5.0"
"98","7","","Miles Sanders","PHI","RB37","10","41","290","94.7","44.7","73.0","-25.0"
"99","7","","Jameis Winston","TB","QB12","7","57","144","99.7","17.3","106.0","+7.0"
"100","7","","David Njoku","CLE","TE10","7","53","249","104.3","26.5","92.0","-8.0"
"101","7","","Kyler Murray","ARI","QB13","12","50","190","101.7","24.1","100.0","-1.0"
"102","7","","Ben Roethlisberger","PIT","QB14","7","65","158","106.7","17.0","110.0","+8.0"
"103","7","","Geronimo Allison","GB","WR42","11","60","161","107.9","19.2","111.0","+8.0"
"104","7","","DeSean Jackson","PHI","WR43","10","73","207","111.4","20.4","133.0","+29.0"
"105","7","","Anthony Miller","CHI","WR44","6","66","199","111.9","21.4","132.0","+27.0"
"106","7","","Dak Prescott","DAL","QB15","8","60","216","112.4","19.3","138.0","+32.0"
"107","7","","LeSean McCoy","BUF","RB38","6","70","210","114.5","28.9","103.0","-4.0"
"108","8","","Lamar Jackson","BAL","QB16","8","59","214","115.6","23.1","128.0","+20.0"
"109","8","","Marquez Valdes-Scantling","GB","WR45","11","60","209","120.4","28.2","120.0","+11.0"
"110","8","","Austin Hooper","ATL","TE11","9","69","186","121.3","20.7","127.0","+17.0"
"111","8","","Philip Rivers","LAC","QB17","12","74","182","117.1","17.0","119.0","+8.0"
"112","8","","Ronald Jones II","TB","RB39","7","62","241","121.1","29.7","104.0","-8.0"
"113","8","","Keke Coutee","HOU","WR46","10","63","209","117.1","24.3","124.0","+11.0"
"114","8","","Darrell Henderson","LAR","RB40","9","55","377","119.4","50.2","86.0","-28.0"
"115","8","","Matt Breida","SF","RB41","4","58","261","128.1","33.5","126.0","+11.0"
"116","8","","Devin Funchess","IND","WR47","6","52","198","124.7","27.3","145.0","+29.0"
"117","8","","Adrian Peterson","WAS","RB42","10","56","190","125.0","23.1","140.0","+23.0"
"118","8","","Kalen Ballage","MIA","RB43","5","82","233","125.5","26.1","122.0","+4.0"
"119","8","","Mitch Trubisky","CHI","QB18","6","64","188","125.7","19.6","149.0","+30.0"
"120","8","","Peyton Barber","TB","RB44","7","61","246","126.1","32.0","108.0","-12.0"
"121","8","","Golden Tate","NYG","WR48","11","77","218","127.6","29.8","121.0","0.0"
"122","8","","Delanie Walker","TEN","TE12","11","80","340","132.2","29.8","135.0","+13.0"
"123","8","","Trey Burton","CHI","TE13","6","80","227","132.6","21.7","148.0","+25.0"
"124","8","","Dion Lewis","TEN","RB45","11","71","254","133.3","26.8","137.0","+13.0"
"125","8","","John Brown","BUF","WR49","6","50","190","130.3","24.6","165.0","+40.0"
"126","8","","Tyrell Williams","OAK","WR50","6","52","234","134.5","31.4","129.0","+3.0"
"127","8","","Kirk Cousins","MIN","QB19","12","70","171","122.4","20.0","142.0","+15.0"
"128","8","","Michael Gallup","DAL","WR51","8","89","226","127.1","25.6","162.0","+34.0"
"129","8","","Donte Moncrief","PIT","WR52","7","52","250","130.1","35.6","155.0","+26.0"
"130","8","","Josh Allen","BUF","QB20","6","69","241","134.5","24.7","160.0","+30.0"
"131","8","","Tom Brady","NE","QB21","10","71","183","135.8","17.1","115.0","-16.0"
"132","8","","Mark Andrews","BAL","TE14","8","73","243","136.0","29.8","153.0","+21.0"
"133","8","","Kenny Stills","MIA","WR53","5","65","198","136.2","26.2","181.0","+48.0"
"134","8","","Nyheim Hines","IND","RB46","6","67","363","142.8","31.6","167.0","+33.0"
"135","8","","Jimmy Garoppolo","SF","QB22","4","92","248","139.7","21.2","136.0","+1.0"
"136","8","","Emmanuel Sanders","DEN","WR54","10","60","207","140.1","29.7","113.0","-23.0"
"137","8","","James Washington","PIT","WR55","7","65","262","142.0","39.4","117.0","-20.0"
"138","8","","Carlos Hyde","KC","RB47","12","68","301","143.3","37.7","116.0","-22.0"
"139","8","","Jordan Reed","WAS","TE15","10","81","261","148.4","25.9","158.0","+19.0"
"140","8","","Ito Smith","ATL","RB48","9","83","223","141.8","27.3","139.0","-1.0"
"141","8","","Jerick McKinnon","SF","RB49","4","55","257","142.2","37.3","118.0","-23.0"
"142","8","","N'Keal Harry","NE","WR56","10","50","261","142.8","38.8","107.0","-35.0"
"143","8","","Jamison Crowder","NYJ","WR57","4","99","232","152.9","28.4","196.0","+53.0"
"144","8","","Jack Doyle","IND","TE16","6","83","321","155.3","37.1","206.0","+62.0"
"145","8","","DaeSean Hamilton","DEN","WR58","10","96","250","150.0","29.0","191.0","+46.0"
"146","8","","Duke Johnson","HOU","RB50","10","71","244","151.4","31.3","146.0","0.0"
"147","8","","Jimmy Graham","GB","TE17","11","69","267","159.8","32.4","159.0","+12.0"
"148","8","","Jaylen Samuels","PIT","RB51","7","70","270","156.7","39.5","144.0","-4.0"
"149","9","","Greg Olsen","CAR","TE18","7","78","342","160.2","39.4","164.0","+15.0"
"150","9","","Kyle Rudolph","MIN","TE19","12","107","256","156.5","25.3","169.0","+19.0"
"151","9","","Albert Wilson","MIA","WR59","5","88","265","164.0","34.0","220.0","+69.0"
"152","9","","Matthew Stafford","DET","QB23","5","98","260","160.9","22.9","177.0","+25.0"
"153","9","","Damien Harris","NE","RB52","10","83","341","155.0","47.2","114.0","-39.0"
"154","9","","C.J. Anderson","DET","RB53","5","88","289","165.1","32.2","183.0","+29.0"
"155","9","","Marquise Goodwin","SF","WR60","4","96","309","161.7","41.0","186.0","+31.0"
"156","9","","Kareem Hunt","CLE","RB54","7","104","272","166.1","34.1","88.0","-68.0"
"157","9","","D.K. Metcalf","SEA","WR61","11","96","271","150.3","35.7","109.0","-48.0"
"158","9","","Robert Foster","BUF","WR62","6","74","262","159.5","42.4","208.0","+50.0"
"159","9","","Mohamed Sanu","ATL","WR63","9","88","266","167.5","32.7","189.0","+30.0"
"160","9","","Derek Carr","OAK","QB24","6","99","263","166.9","23.3","185.0","+25.0"
"161","9","","Tre'Quan Smith","NO","WR64","9","105","255","164.9","26.7","172.0","+11.0"
"162","9","","Sam Darnold","NYJ","QB25","4","103","236","159.2","20.8","198.0","+36.0"
"163","9","","Devante Parker","MIA","WR65","5","88","276","172.7","30.5","204.0","+41.0"
"164","9","","Jamaal Williams","GB","RB55","11","124","287","168.4","31.3","179.0","+15.0"
"165","9","","Chris Thompson","WAS","RB56","10","90","255","178.8","32.2","178.0","+13.0"
"166","9","","Chris Herndon IV","NYJ","TE20","4","114","268","172.6","36.1","201.0","+35.0"
"167","9","","Justin Jackson","LAC","RB57","12","92","300","176.5","46.3","170.0","+3.0"
"168","9","","Dallas Goedert","PHI","TE21","10","95","305","184.3","35.3","200.0","+32.0"
"169","9","","Parris Campbell","IND","WR66","6","102","340","170.5","36.5","147.0","-22.0"
"170","9","","Mike Davis","CHI","RB58","6","112","434","179.6","45.2","236.0","+66.0"
"171","9","","David Moore","SEA","WR67","11","88","259","181.3","31.3","283.0","+112.0"
"172","9","","Chicago (CHI)","","DST1","6","107","284","145.1","22.1","95.0","-77.0"
"173","9","","Devin Singletary","BUF","RB59","6","90","368","171.8","47.6","141.0","-32.0"
"174","9","","Andy Dalton","CIN","QB26","9","102","240","176.4","21.9","312.0","+138.0"
"175","9","","Quincy Enunwa","NYJ","WR68","4","96","258","180.6","27.2","251.0","+76.0"
"176","9","","T.J. Hockenson","DET","TE22","5","96","376","185.5","47.8","125.0","-51.0"
"177","9","","Giovani Bernard","CIN","RB60","9","118","336","193.7","38.8","244.0","+67.0"
"178","9","","Justice Hill","BAL","RB61","8","112","327","183.6","52.7","161.0","-17.0"
"179","9","","Zay Jones","BUF","WR69","6","88","345","187.9","38.3","193.0","+14.0"
"180","9","","Adam Humphries","TEN","WR70","11","120","370","188.4","37.4","217.0","+37.0"
"181","9","","Marcus Mariota","TEN","QB27","11","95","252","192.9","26.6","257.0","+76.0"
"182","10","","Jacksonville (JAC)","","DST2","10","139","285","164.5","23.7","134.0","-48.0"
"183","10","","Nick Foles","JAC","QB28","10","108","242","187.5","25.1","197.0","+14.0"
"184","10","","Noah Fant","DEN","TE23","10","80","349","199.3","45.3","166.0","-18.0"
"185","10","","Deebo Samuel","SF","WR71","4","99","287","181.9","36.0","171.0","-14.0"
"186","10","","Marqise Lee","JAC","WR72","10","112","324","194.4","36.9","214.0","+28.0"
"187","10","","Los Angeles (LAR)","","DST3","9","138","286","169.8","19.6","112.0","-75.0"
"188","10","","Chase Edmonds","ARI","RB62","12","117","351","206.8","41.5","254.0","+66.0"
"189","10","","Taylor Gabriel","CHI","WR73","6","122","267","203.9","25.9","293.0","+104.0"
"190","10","","Minnesota (MIN)","","DST4","12","147","288","173.4","20.4","130.0","-60.0"
"191","10","","Baltimore (BAL)","","DST5","8","129","287","175.8","26.6","131.0","-60.0"
"192","10","","Ted Ginn","NO","WR74","9","102","302","206.7","37.4","304.0","+112.0"
"193","10","","Antonio Callaway","CLE","WR75","7","112","304","202.7","37.4","203.0","+10.0"
"194","10","","Greg Zuerlein","LAR","K1","9","134","291","183.6","15.5","123.0","-71.0"
"195","10","","Houston (HOU)","","DST6","10","149","292","182.3","21.8","157.0","-38.0"
"196","10","","Cleveland (CLE)","","DST7","7","153","299","188.1","19.9","184.0","-12.0"
"197","10","","Marquise Brown","BAL","WR76","8","93","262","183.8","36.6","156.0","-41.0"
"198","10","","Mecole Hardman","KC","WR77","12","108","342","197.4","46.3","174.0","-24.0"
"199","10","","Randall Cobb","DAL","WR78","8","129","287","209.9","27.2","256.0","+57.0"
"200","10","","Jalen Richard","OAK","RB63","6","104","325","210.0","43.5","223.0","+23.0"
"201","10","","Los Angeles (LAC)","","DST8","12","120","383","178.0","33.9","151.0","-50.0"
"202","10","","Mike Gesicki","MIA","TE24","5","105","350","208.9","42.9","239.0","+37.0"
"203","10","","Alexander Mattison","MIN","RB64","12","123","351","198.4","53.5","150.0","-53.0"
"204","10","","Gus Edwards","BAL","RB65","8","106","348","199.9","51.0","210.0","+6.0"
"205","10","","Justin Tucker","BAL","K2","8","152","295","196.6","19.7","143.0","-62.0"
"206","10","","A.J. Brown","TEN","WR79","11","125","280","197.4","24.7","188.0","-18.0"
"207","10","","Harrison Butker","KC","K3","12","164","298","198.1","16.2","154.0","-53.0"
"208","10","","Tyler Eifert","CIN","TE25","9","126","303","211.6","42.5","281.0","+73.0"
"209","10","","Nelson Agholor","PHI","WR80","10","117","296","212.6","29.3","231.0","+22.0"
"210","10","","Andy Isabella","ARI","WR81","12","108","300","205.7","37.3","227.0","+17.0"
"211","10","","Stephen Gostkowski","NE","K4","10","161","297","202.3","19.0","163.0","-48.0"
"212","10","","John Ross","CIN","WR82","9","148","282","208.2","31.3","269.0","+57.0"
"213","10","","New Orleans (NO)","","DST9","9","156","302","196.6","22.0","192.0","-21.0"
"214","10","","Paul Richardson","WAS","WR83","10","125","324","217.6","35.4","272.0","+58.0"
"215","10","","Trey Quinn","WAS","WR84","10","103","346","203.1","44.9","241.0","+26.0"
"216","10","","Josh Doctson","WAS","WR85","10","128","272","216.5","31.3","266.0","+50.0"
"217","10","","Malcolm Brown","LAR","RB66","9","124","441","218.1","51.2","213.0","-4.0"
"218","10","","Denver (DEN)","","DST10","10","151","290","201.7","16.8","182.0","-36.0"
"219","10","","Gerald Everett","LAR","TE26","9","152","323","223.0","40.0","284.0","+65.0"
"220","10","","Wil Lutz","NO","K5","9","171","301","212.0","17.1","168.0","-52.0"
"221","10","","Rex Burkhead","NE","RB67","10","102","336","214.6","45.3","311.0","+90.0"
"222","10","","New England (NE)","","DST11","10","141","307","211.1","21.2","180.0","-42.0"
"223","10","","Joe Flacco","DEN","QB29","10","147","308","231.1","31.5","345.0","+122.0"
"224","10","","Frank Gore","BUF","RB68","6","135","346","220.1","41.9","264.0","+40.0"
"225","10","","Dallas (DAL)","","DST12","8","167","304","214.0","17.7","190.0","-35.0"
"226","10","","Philadelphia (PHI)","","DST13","10","141","305","225.3","24.0","199.0","-27.0"
"227","10","","Ka'imi Fairbairn","HOU","K6","10","156","309","219.2","23.8","176.0","-51.0"
"228","11","","Buffalo (BUF)","","DST14","6","158","296","212.4","19.1","175.0","-53.0"
"229","11","","Mason Crosby","GB","K7","11","198","314","224.7","15.9","224.0","-5.0"
"230","11","","D.J. Chark","JAC","WR86","10","103","392","229.6","38.2","258.0","+28.0"
"231","11","","Elijah McGuire","NYJ","RB69","4","119","343","221.3","43.2","247.0","+16.0"
"232","11","","Seattle (SEA)","","DST15","11","181","319","225.7","19.9","242.0","+10.0"
"233","11","","D'Onta Foreman","IND","RB70","6","91","346","195.1","61.5","152.0","-81.0"
"234","11","","Matt Prater","DET","K8","5","185","324","234.5","19.6","215.0","-19.0"
"235","11","","Jake Elliott","PHI","K9","10","202","308","228.4","15.0","221.0","-14.0"
"236","11","","Pittsburgh (PIT)","","DST16","7","168","321","236.3","23.7","202.0","-34.0"
"237","11","","Robbie Gould","SF","K10","4","207","313","237.1","17.8","195.0","-42.0"
"238","11","","Brett Maher","DAL","K11","8","203","315","234.5","17.7","230.0","-8.0"
"239","11","","Josh Reynolds","LAR","WR87","9","184","356","238.3","30.1","252.0","+13.0"
"240","11","","T.J. Yeldon","BUF","RB71","6","111","402","231.3","49.8","211.0","-29.0"
"241","11","","Eli Manning","NYG","QB30","11","144","317","242.7","27.0","308.0","+67.0"
"242","11","","Cole Beasley","BUF","WR88","6","126","315","236.8","37.5","294.0","+52.0"
"243","11","","Michael Badgley","LAC","K12","12","209","317","240.9","19.9","218.0","-25.0"
"244","11","","Danny Amendola","DET","WR89","5","130","334","241.5","39.4","301.0","+57.0"
"245","11","","Ryquell Armstead","JAC","RB72","10","116","382","238.0","58.2","250.0","+5.0"
"246","11","","Tennessee (TEN)","","DST17","11","194","321","235.5","22.4","235.0","-11.0"
"247","11","","Adam Vinatieri","IND","K13","6","209","320","245.3","17.0","216.0","-31.0"
"248","11","","Kansas City (KC)","","DST18","12","155","349","246.6","34.0","209.0","-39.0"
"249","11","","Indianapolis (IND)","","DST19","6","183","330","243.5","27.9","280.0","+31.0"
"250","11","","Cameron Brate","TB","TE27","7","163","359","251.3","42.3","240.0","-10.0"
"251","11","","Doug Martin","OAK","RB73","6","135","343","241.5","43.0","328.0","+77.0"
"252","11","","Willie Snead","BAL","WR90","8","121","305","238.1","31.0","296.0","+44.0"
"253","11","","Equanimeous St. Brown","GB","WR91","11","132","384","242.4","38.7","282.0","+29.0"
"254","11","","Phillip Dorsett","NE","WR92","10","162","346","242.4","37.9","336.0","+82.0"
"255","11","","Dwayne Haskins","WAS","QB31","10","175","311","247.6","30.4","255.0","0.0"
"256","11","","Kenneth Dixon","BAL","RB74","8","124","447","234.5","59.3","290.0","+34.0"
"257","11","","Ian Thomas","CAR","TE28","7","171","379","251.3","51.7","265.0","+8.0"
"258","11","","Ricky Seals-Jones","ARI","TE29","12","124","371","263.3","47.7","291.0","+33.0"
"259","11","","Jason Myers","SEA","K14","11","194","328","257.5","20.6","243.0","-16.0"
"260","11","","Aldrick Rosas","NYG","K15","11","170","338","266.1","22.8","357.0","+97.0"
"261","11","","Keelan Cole","JAC","WR93","10","88","321","245.8","31.3","338.0","+77.0"
"262","11","","Ryan Fitzpatrick","MIA","QB32","5","153","369","254.5","37.5","330.0","+68.0"
"263","11","","Carolina (CAR)","","DST20","7","180","368","262.8","29.0","271.0","+8.0"
"264","11","","Hayden Hurst","BAL","TE30","8","181","364","263.3","34.5","268.0","+4.0"
"265","11","","Graham Gano","CAR","K16","7","208","326","261.0","17.0","369.0","+104.0"
"266","11","","Dan Bailey","MIN","K17","12","214","335","268.1","21.8","289.0","+23.0"
"267","11","","Josh Rosen","MIA","QB33","5","143","336","261.7","33.7","276.0","+9.0"
"268","11","","Darren Waller","OAK","TE31","6","136","384","219.8","47.8","344.0","+76.0"
"269","11","","J.J. Arcega-Whiteside","PHI","WR94","10","101","306","244.8","37.4","226.0","-43.0"
"270","11","","Chris Conley","JAC","WR95","10","182","360","252.5","32.3","299.0","+29.0"
"271","11","","Chris Boswell","PIT","K18","7","187","323","274.7","21.8","341.0","+70.0"
"272","11","","Jason Witten","DAL","TE32","8","131","372","254.9","53.4","359.0","+87.0"
"273","11","","Green Bay (GB)","","DST21","11","159","352","274.4","39.7","222.0","-51.0"
"274","11","","Breshad Perriman","TB","WR96","7","126","348","261.7","45.1","309.0","+35.0"
"275","11","","Rashard Higgins","CLE","WR97","7","85","411","258.9","52.1","326.0","+51.0"
"276","11","","Taywan Taylor","TEN","WR98","11","137","404","260.4","43.0","267.0","-9.0"
"277","11","","Ryan Succop","TEN","K19","11","189","339","275.4","21.6","333.0","+56.0"
"278","11","","Chris Hogan","CAR","WR99","7","166","373","267.6","35.8","306.0","+28.0"
"279","11","","Darwin Thompson","KC","RB75","12","121","412","248.1","65.2","194.0","-85.0"
"280","11","","Theo Riddick","DEN","RB76","10","155","422","265.5","45.6","263.0","-17.0"
"281","11","","Atlanta (ATL)","","DST22","9","185","335","273.9","29.5","331.0","+50.0"
"282","11","","Benny Snell Jr.","PIT","RB77","7","159","381","263.9","49.4","270.0","-12.0"
"283","11","","Hakeem Butler","ARI","WR100","12","166","360","253.4","39.2","225.0","-58.0"
"284","11","","Tony Pollard","DAL","RB78","8","124","430","234.4","72.2","187.0","-97.0"
"285","11","","Demaryius Thomas","NE","WR101","10","149","369","249.6","46.0","261.0","-24.0"
"286","12","","Corey Clement","PHI","RB79","10","189","348","266.9","39.2","273.0","-13.0"
"287","12","","Case Keenum","WAS","QB34","10","200","340","279.3","22.5","310.0","+23.0"
"288","12","","Brandon McManus","DEN","K20","10","191","341","283.2","20.1","356.0","+68.0"
"289","12","","Josh Lambo","JAC","K21","10","171","318","285.0","26.4","368.0","+79.0"
"290","12","","Arizona (ARI)","","DST23","12","163","365","292.1","36.1","278.0","-12.0"
"291","12","","Washington (WAS)","","DST24","10","149","343","296.3","43.1","297.0","+6.0"
"292","12","","Greg Joseph","CLE","K22","7","169","344","283.5","30.2","238.0","-54.0"
"293","12","","Dexter Williams","GB","RB80","11","152","439","264.6","62.6","253.0","-40.0"
"294","12","","Nick Vannett","SEA","TE33","11","174","399","296.4","46.5","350.0","+56.0"
"295","12","","Miles Boykin","BAL","WR102","8","117","361","241.9","49.7","318.0","+23.0"
"296","12","","Cordarrelle Patterson","CHI","WR103","6","215","395","281.0","34.4","300.0","+4.0"
"297","12","","Demarcus Robinson","KC","WR104","12","103","356","255.3","50.8","262.0","-35.0"
"298","12","","Steven Hauschka","BUF","K23","6","173","342","294.6","28.2","",""
"299","12","","Giorgio Tavecchio","ATL","K24","9","206","345","274.9","33.7","229.0","-70.0"
"300","12","","Alfred Blue","JAC","RB81","10","154","430","286.3","65.4","285.0","-15.0"
"301","12","","Jordan Wilkins","IND","RB82","6","221","418","279.5","41.6","339.0","+38.0"
"302","12","","Ty Montgomery","NYJ","RB83","4","156","418","292.2","49.0","307.0","+5.0"
"303","12","","Daniel Carlson","OAK","K25","6","174","349","299.4","29.5","",""
"304","12","","Detroit (DET)","","DST25","5","162","343","309.5","31.8","334.0","+30.0"
"305","12","","Deon Cain","IND","WR105","6","178","359","283.4","41.2","302.0","-3.0"
"306","12","","Cairo Santos","TB","K26","7","195","348","300.8","23.0","",""
"307","12","","Jonnu Smith","TEN","TE34","11","163","408","298.0","43.0","376.0","+69.0"
"308","12","","New York (NYJ)","","DST26","4","195","401","297.2","41.3","327.0","+19.0"
"309","12","","Terry McLaurin","WAS","WR106","10","88","352","234.0","48.8","",""
"310","12","","Keith Kirkwood","NO","WR107","9","191","403","291.0","42.6","",""
"311","12","","Jake Kumerow","GB","WR108","11","180","422","291.2","48.3","",""
"312","12","","Josh Adams","PHI","RB84","10","141","398","268.4","50.5","275.0","-37.0"
"313","12","","Charles Clay","ARI","TE35","12","230","385","312.0","37.1","",""
"314","12","","New York (NYG)","","DST27","11","155","383","321.5","39.0","",""
"315","12","","Devontae Booker","DEN","RB85","10","153","429","303.3","57.2","286.0","-29.0"
"316","12","","Diontae Johnson","PIT","WR109","7","145","375","278.4","49.2","",""
"317","12","","Will Dissly","SEA","TE36","11","139","364","266.5","57.0","364.0","+47.0"
"318","12","","Wayne Gallman","NYG","RB86","11","204","410","312.1","34.3","355.0","+37.0"
"319","12","","Josh Gordon","NE","WR110","10","79","414","216.6","87.6","173.0","-146.0"
"320","12","","Ryan Tannehill","TEN","QB35","11","201","431","296.9","33.0","358.0","+38.0"
"321","12","","Wendell Smallwood","PHI","RB87","10","236","452","310.2","44.1","315.0","-6.0"
"322","12","","Jordan Thomas","HOU","TE37","10","193","405","282.0","58.1","347.0","+25.0"
"323","12","","Irv Smith Jr.","MIN","TE38","12","185","369","299.1","47.6","233.0","-90.0"
"324","12","","San Francisco (SF)","","DST28","4","167","404","321.3","43.9","237.0","-87.0"
"325","12","","Cameron Artis-Payne","CAR","RB88","7","143","411","310.5","40.4","342.0","+17.0"
"326","12","","Ryan Grant","OAK","WR111","6","206","431","303.2","47.4","",""
"327","12","","Travis Benjamin","LAC","WR112","12","158","379","250.8","47.0","287.0","-40.0"
"328","12","","Matt LaCosse","NE","TE39","10","205","397","280.6","49.0","",""
"329","12","","Bilal Powell","NYJ","RB89","4","202","457","312.4","47.7","305.0","-24.0"
"330","12","","Daniel Jones","NYG","QB36","11","190","427","291.0","38.9","379.0","+49.0"
"331","12","","Dustin Hopkins","WAS","K27","10","175","358","311.8","18.7","",""
"332","12","","Cameron Meredith","NE","WR113","10","208","469","304.0","49.7","",""
"333","12","","KeeSean Johnson","ARI","WR114","12","89","408","264.1","67.9","260.0","-73.0"
"334","12","","Miami (MIA)","","DST29","5","140","395","319.0","54.5","354.0","+20.0"
"335","13","","Kendrick Bourne","SF","WR115","4","182","421","309.8","45.8","292.0","-43.0"
"336","13","","John Kelly","LAR","RB90","9","241","444","309.9","47.8","",""
"337","13","","Tampa Bay (TB)","","DST30","7","155","395","328.5","43.8","",""
"338","13","","Spencer Ware","IND","RB91","6","208","358","272.5","33.1","298.0","-40.0"
"339","13","","Bruce Anderson","TB","RB92","7","152","407","246.9","63.2","",""
"340","13","","Rod Smith","NYG","RB93","11","227","418","321.1","35.0","",""
"341","13","","Trent Taylor","SF","WR116","4","98","371","278.6","62.0","",""
"342","13","","Zach Zenner","DET","RB94","5","189","425","337.8","41.1","295.0","-47.0"
"343","13","","Jake Butt","DEN","TE40","10","205","399","313.2","43.6","",""
"344","13","","Mike Weber","DAL","RB95","8","232","415","313.3","43.3","219.0","-125.0"
"345","13","","J'Mon Moore","GB","WR117","11","239","435","323.2","43.6","",""
"346","13","","Justin Watson","TB","WR118","7","188","400","275.3","58.3","",""
"347","13","","Geoff Swaim","JAC","TE41","10","193","392","298.8","57.5","320.0","-27.0"
"348","13","","Maurice Harris","NE","WR119","10","184","420","277.0","60.1","",""
"349","13","","C.J. Uzomah","CIN","TE42","9","186","398","319.4","52.1","335.0","-14.0"
